,Date,Adj Close,Px Change,Volatility,Adj Vol
0,2015-01-02,57.95,,,
1,2015-01-05,56.69,-0.022,,
2,2015-01-06,56.21,-0.0085,,
3,2015-01-07,56.14,-0.0012,,
4,2015-01-08,57.01,0.0154,,
5,2015-01-09,56.73,-0.0049,,
6,2015-01-12,56.07,-0.0117,,
7,2015-01-13,55.86,-0.0037,,
8,2015-01-14,55.55,-0.0055,,
9,2015-01-15,55.25,-0.0055,,
10,2015-01-16,55.81,0.01,,
11,2015-01-20,55.78,-0.0005,,
12,2015-01-21,56.03,0.0045,,
13,2015-01-22,56.95,0.0162,,
14,2015-01-23,57.05,0.0018,,
15,2015-01-26,57.25,0.0035,,
16,2015-01-27,56.58,-0.0118,,
17,2015-01-28,55.62,-0.0171,,
18,2015-01-29,55.61,-0.0002,,
19,2015-01-30,54.38,-0.0225,,
20,2015-02-02,54.73,0.0064,,
21,2015-02-03,55.77,0.0189,,
22,2015-02-04,55.71,-0.0011,,
23,2015-02-05,55.76,0.0009,,
24,2015-02-06,56.34,0.0103,,
25,2015-02-09,59.06,0.0471,,
26,2015-02-10,59.44,0.0065,,
27,2015-02-11,59.74,0.0051,,
28,2015-02-12,60.99,0.0206,,
29,2015-02-13,60.91,-0.0013,,
30,2015-02-17,60.81,-0.0017,,
31,2015-02-18,60.22,-0.0096,,
32,2015-02-19,60.14,-0.0013,,
33,2015-02-20,60.84,0.0115,,
34,2015-02-23,59.8,-0.0173,,
35,2015-02-24,59.71,-0.0015,,
36,2015-02-25,59.26,-0.0075,,
37,2015-02-26,59.66,0.0066,,
38,2015-02-27,59.2,-0.0078,,
39,2015-03-02,60.02,0.0139,,
40,2015-03-03,59.37,-0.0109,,
41,2015-03-04,58.93,-0.0074,,
42,2015-03-05,59.19,0.0043,,
43,2015-03-06,58.22,-0.0165,,
44,2015-03-09,58.0,-0.0037,,
45,2015-03-10,56.92,-0.0188,,
46,2015-03-11,57.2,0.0049,,
47,2015-03-12,56.89,-0.0054,,
48,2015-03-13,56.75,-0.0025,,
49,2015-03-16,57.68,0.0162,,
50,2015-03-17,57.21,-0.0082,0.35759300000000005,47.683360532422974
51,2015-03-18,58.37,0.0202,0.35766800000000004,47.693361432999694
52,2015-03-19,58.1,-0.0047,0.35729,47.642956894093004
53,2015-03-20,58.53,0.0074,0.35523400000000005,47.36879887294981
54,2015-03-23,58.26,-0.0046,0.353311,47.11237578216265
55,2015-03-24,58.01,-0.0044,0.352998,47.07063869042246
56,2015-03-25,57.24,-0.0134,0.351891,46.92302539791005
57,2015-03-26,57.3,0.0011,0.34903,46.54152437724337
58,2015-03-27,57.26,-0.0006,0.345166,46.02627797953065
59,2015-03-30,58.15,0.0153,0.33976500000000004,45.306079792665656
60,2015-03-31,58.39,0.0042,0.33199399999999996,44.269853147576235
61,2015-04-01,58.39,0.0,0.326952,43.59752593813848
62,2015-04-02,54.75,-0.0644,0.32138500000000003,42.85519242466367
63,2015-04-06,53.85,-0.0166,0.329133,43.88835212690955
64,2015-04-07,54.29,0.0083,0.346802,46.244430957444216
65,2015-04-08,54.67,0.0069,0.359893,47.990054816775775
66,2015-04-09,54.58,-0.0016,0.369958,49.33217567417185
67,2015-04-10,54.77,0.0034,0.378877,50.521482770755625
68,2015-04-13,54.28,-0.009,0.383232,51.102201730910615
69,2015-04-14,54.22,-0.001,0.390522,52.07428926696798
70,2015-04-15,54.14,-0.0015,0.391533,52.20910140674219
71,2015-04-16,54.18,0.0006,0.395182,52.695678556134965
72,2015-04-17,53.15,-0.0193,0.403361,53.78631010036175
73,2015-04-20,53.57,0.0079,0.418515,55.80702539822367
74,2015-04-21,53.8,0.0044,0.429991,57.33729653180315
75,2015-04-22,53.94,0.0026,0.44093200000000005,58.79622790793535
76,2015-04-23,53.29,-0.0123,0.44964,59.957399137563264
77,2015-04-24,53.05,-0.0044,0.46014000000000005,61.357525218304346
78,2015-04-27,53.41,0.0067,0.469575,62.61563851085596
79,2015-04-28,53.15,-0.0048,0.468783,62.51002900076577
80,2015-04-29,52.32,-0.0158,0.46813000000000005,62.42295449307778
81,2015-04-30,52.33,0.0002,0.471532,62.87659534323789
82,2015-05-01,52.8,0.0088,0.476205,63.49971812183817
83,2015-05-04,53.15,0.0066,0.476566,63.54785578994746
84,2015-05-05,51.32,-0.0351,0.468771,62.5084288566735
85,2015-05-06,51.46,0.0027,0.477232,63.63666378706875
86,2015-05-07,52.56,0.0212,0.482864,64.38766474771006
87,2015-05-08,53.07,0.0096,0.482455,64.33312650323167
88,2015-05-11,52.38,-0.0131,0.47607900000000003,63.48291660886928
89,2015-05-12,52.04,-0.0064,0.47415799999999997,63.22676020876417
90,2015-05-13,51.89,-0.0029,0.46689100000000006,62.25773961555034
91,2015-05-14,52.37,0.0091,0.462956,61.733025698624985
92,2015-05-15,51.94,-0.0082,0.457774,61.042030141444016
93,2015-05-18,52.66,0.0137,0.451389,60.190620139012424
94,2015-05-19,52.38,-0.0053,0.446393,59.52442681526172
95,2015-05-20,52.38,0.0,0.442583,59.01638106596425
96,2015-05-21,52.37,-0.0002,0.44284599999999996,59.05145089065328
97,2015-05-22,52.25,-0.0022,0.441256,58.83943179842678
98,2015-05-26,51.77,-0.0093,0.440631,58.75609096028743
99,2015-05-27,51.73,-0.0008,0.44176699999999997,58.907571267689505
100,2015-05-28,52.23,0.0096,0.437562,58.34685410868797
101,2015-05-29,51.67,-0.0106,0.43296300000000004,57.73359888532339
